kakenhi_code	name_ja	url	name_en
32307	群馬医療福祉大学	https://www.shoken-gakuen.jp/	Gunma University of Health and Welfare
32309	群馬パース大学	https://www.paz.ac.jp/	Gunma Paz University
32310	桐生大学	https://www.kiryu-u.ac.jp/	Kiryu University
32311	育英大学	https://www.ikuei-g.ac.jp/	Ikuei University
32401	跡見学園女子大学	https://www.atomi.ac.jp/	Atomi University
32402	東京国際大学	https://www.tiu.ac.jp/	Tokyo International University
32403	城西大学	https://www.josai.ac.jp/	Josai University
32404	明海大学	https://www.meikai.ac.jp/	Meikai University
32405	東邦音楽大学	https://www.toho-music.ac.jp/	Toho College of Music
32406	獨協大学	https://www.dokkyo.com/	Dokkyo University
32407	日本工業大学	https://www.jimotv.jp/	Nippon Institute of Technology
32408	文教大学	https://www.bunkyo.ac.jp/	Bunkyo University
32409	埼玉医科大学	https://www.saitama-med.ac.jp/	Saitama Medical University
32410	埼玉工業大学	https://www.sit.ac.jp/	Saitama Institute of Technology
32411	駿河台大学	https://www.surugadai.ac.jp/	SURUGADAI University
32412	聖学院大学	https://www.seigakuin.jp/	URL
32413	学校法人文京学院　文京学院大学		Bunkyo Gakuin University
32414	目白大学	https://www.mejiro.ac.jp/	Mejiro University
32415	十文字学園女子大学	https://www.jumonji-u.ac.jp/	︎jumonji university
32416	平成国際大学	https://www.hiu.ac.jp/	Heisei International University
32417	西武文理大学	https://www.bunri-c.ac.jp/	Bunri University of Hospitality
32418	尚美学園大学	https://www.shobi-u.ac.jp/	Shobi University Japan
32419	人間総合科学大学	https://www.human.ac.jp/	UniversityofHumanArtsandSciences. PageTop web {"prefetch":[{"source":"document","where":{"and":[{"href_matches":"\/*"},{"not":{"href_matches":["\/wp\
32420	共栄大学	https://www.kyoei.ac.jp/	Kyoei university
32421	埼玉学園大学	https://www.saigaku.ac.jp/	Saitama Gakuen University
32422	ものつくり大学	https://www.iot.ac.jp/	Institute of Technologists
32423	浦和大学	https://www.urawa.ac.jp/	Urawa University
32425	日本薬科大学	https://www.nichiyaku.ac.jp/	Nihon Pharmaceutical University.
32426	武蔵野学院大学	https://www.musashino.ac.jp/	Musashino Gakuin University
32427	日本医療科学大学	https://www.nims.ac.jp/	Nihon Institute of Medical Science
32428	東都大学	https://www.komaspo.com/	[[Tohto University]]
32429	日本保健医療大学	https://www.jhsu.ac.jp/	Japan University of Health Sciences
32430	教育テック大学院大学		
32501	淑徳大学	https://www.shukutoku.ac.jp/	Shukutoku University
32502	敬愛大学	https://www.u-keiai.ac.jp/	Keiai University
32503	千葉工業大学	https://www.rikunabi.com/	Chiba Institute of Technology
32504	千葉商科大学	https://www.cuc.ac.jp/	Chiba University of Commerce
32505	中央学院大学	https://www.kounantoti.co.jp/	Chuō Gakuin University
32506	麗澤大学	https://www.reitaku-u.ac.jp/	Reitaku University
32507	和洋女子大学	https://www.wayo.ac.jp/	Wayo Women's University
32508	放送大学	https://www.hatenablog.com/	The Open University of Japan
32509	国際武道大学	https://www.budo-u.ac.jp/	icj International Budo University
32510	神田外語大学	https://www.kandagaigo.ac.jp/	Kanda University of International Studies
32511	帝京平成大学	https://www.thu.ac.jp/	Teikyo Heisei University
32512	千葉経済大学	https://www.cku.ac.jp/	Chiba Keizai University
32513	秀明大学	https://www.shumei-u.ac.jp/	Shumei University
32514	川村学園女子大学	https://www.kgwu.ac.jp/	Kawamura Gakuen Woman's University
32515	東京情報大学	https://www.tuis.ac.jp/	Tokyo University of Information sciences
32516	東京基督教大学	https://www.christiantoday.co.jp/	Tokyo Christian University
32517	聖徳大学	https://www.seitoku.ac.jp/	Seitoku University
32518	江戸川大学	https://www.edogawa-u.ac.jp/	Edogawa University
32519	城西国際大学	https://www.jiu.ac.jp/	Josai International University
32520	東洋学園大学	https://www.tyg.jp/	Toyo Gakuen University
32521	東京成徳大学	https://www.mynavi.jp/	Tokyo Seitoku University
32522	清和大学	https://www.seiwa-univ.ac.jp/	Seiwa University
32523	愛国学園大学	https://www.aikoku-u.ac.jp/	︎2023 Aikoku Gakuen University
32524	開智国際大学	https://www.kaichi.ac.jp/	︎ Kaichi International University
32525	千葉科学大学	https://www.cis.ac.jp/	Chiba Institute of Science
32526	ＳＢＣ東京医療大学	https://www.tna.or.jp/	
32527	植草学園大学	https://www.uekusa.ac.jp/	Uekusa Gakuen University
32528	三育学院大学	https://www.saniku.ac.jp/	Saniku Gakuin College
32529	亀田医療大学	https://www.kameda.ac.jp/	Kameda College of Health Sciences
32601	青山学院大学	https://www.aoyama.ac.jp/	Aoyama Gakuin University
32602	亜細亜大学	https://www.asia-u.ac.jp/	Asia University
32604	大妻女子大学	https://www.otsuma.ac.jp/	C Otsuma Women's University. and All Related Entries
32605	桜美林大学	https://www.obirin.ac.jp/	J. F. Oberlin University
32606	学習院大学	https://www.gakushuin.ac.jp/	The Gakushuin School
32607	北里大学	https://www.kitasato-u.ac.jp/	Kitasato University
32608	共立女子大学	https://www.kyoritsu-wu.ac.jp/	Kyoritsu Women's University & Junior College
32610	杏林大学	https://www.kyorin-u.ac.jp/	Kyorin University
32611	国立音楽大学	https://www.kawai.jp/	Kunitachi College of Music
32612	慶應義塾大学	https://www.keio.ac.jp/	Keio University
32613	工学院大学	https://www.kogakuin.ac.jp/	Kogakuin University of Technology & Engineering
32614	國學院大學	https://www.kokugakuin.ac.jp/	Kokugakuin University
32615	国際基督教大学	https://www.bucho.net/	BUCHO ICU
32616	国士舘大学	https://www.kokushikan.ac.jp/	Kokushikan University
32617	駒澤大学	https://www.komazawa-u.ac.jp/	Komazawa University
32618	実践女子大学	https://www.jissen.ac.jp/	Jissen Women's University / Jissen Women's Junior College
32619	芝浦工業大学	https://www.shibaura-it.ac.jp/	Shibaura Institute of Technology
32620	順天堂大学	https://www.juntendo.ac.jp/	Juntendo University
32621	上智大学	https://www.sophia.ac.jp/	Sophia University
